epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,13017.8,0.77851,0.58051,1.15949,0.96847,0.92191,0.96646,0.79561,0.70723,0.38203,1.13465,0.006337,0.006337,0.006337
39,14002.5,0.76681,0.57064,1.15271,0.96694,0.92515,0.96886,0.79929,0.69999,0.37476,1.12253,0.006238,0.006238,0.006238
40,15001.4,0.76785,0.56468,1.1558,0.96621,0.9285,0.96742,0.80076,0.69831,0.3722,1.12018,0.006139,0.006139,0.006139
41,15985.4,0.76663,0.56177,1.15646,0.9699,0.92856,0.96691,0.79836,0.69871,0.37012,1.12231,0.00604,0.00604,0.00604
42,17040.5,0.75859,0.56326,1.14668,0.95412,0.93414,0.96654,0.80107,0.69339,0.37116,1.11956,0.005941,0.005941,0.005941
43,18029.4,0.75726,0.55869,1.14751,0.96376,0.9342,0.96678,0.79998,0.69588,0.3683,1.12261,0.005842,0.005842,0.005842
44,19028.9,0.75231,0.54617,1.14481,0.96256,0.93236,0.96813,0.80049,0.69286,0.36977,1.11844,0.005743,0.005743,0.005743
77,1371.93,0.64137,0.43386,1.08572,0.97163,0.93695,0.96827,0.81159,0.66514,0.3443,1.10575,0.002476,0.002476,0.002476
78,2379.52,0.643,0.43995,1.08826,0.9689,0.93712,0.96805,0.81184,0.66453,0.34399,1.10534,0.002377,0.002377,0.002377
79,3404.77,0.64241,0.43884,1.08466,0.97361,0.93342,0.9681,0.81225,0.66407,0.34388,1.10512,0.002278,0.002278,0.002278
80,4403.01,0.63734,0.43738,1.08307,0.97123,0.93578,0.96774,0.81166,0.66397,0.34373,1.10508,0.002179,0.002179,0.002179
81,5430.91,0.62961,0.4312,1.07608,0.97179,0.93569,0.96742,0.81176,0.66333,0.34375,1.1048,0.00208,0.00208,0.00208
82,6422.11,0.63218,0.43327,1.08216,0.97091,0.93614,0.96725,0.81189,0.66308,0.34409,1.10489,0.001981,0.001981,0.001981
83,7447.38,0.62804,0.42815,1.07722,0.97064,0.93579,0.96765,0.81208,0.66274,0.34395,1.10471,0.001882,0.001882,0.001882
84,8442.63,0.62553,0.43134,1.07679,0.97154,0.93493,0.96765,0.81303,0.66235,0.34371,1.10453,0.001783,0.001783,0.001783
85,9469.88,0.62055,0.42148,1.07277,0.97246,0.93447,0.96693,0.81273,0.66174,0.34345,1.10427,0.001684,0.001684,0.001684
86,10488.6,0.61557,0.42146,1.07077,0.9694,0.93709,0.96715,0.8131,0.66138,0.34328,1.1041,0.001585,0.001585,0.001585
87,11512.3,0.61565,0.42221,1.07276,0.97003,0.93675,0.9675,0.81311,0.66108,0.34342,1.10413,0.001486,0.001486,0.001486
88,12514.1,0.61133,0.41561,1.0715,0.96859,0.93799,0.96737,0.81345,0.66105,0.34323,1.10423,0.001387,0.001387,0.001387
89,13538.9,0.60917,0.41024,1.06744,0.96911,0.93706,0.96737,0.81334,0.66069,0.34286,1.10404,0.001288,0.001288,0.001288
90,14542.7,0.59987,0.40647,1.06164,0.9692,0.93719,0.96715,0.81345,0.66045,0.34271,1.10394,0.001189,0.001189,0.001189
91,15518.7,0.52817,0.31131,1.05829,0.96902,0.93726,0.96746,0.8134,0.66013,0.34257,1.10376,0.00109,0.00109,0.00109
92,16501,0.51545,0.29986,1.05098,0.96977,0.93724,0.96757,0.81385,0.6597,0.34267,1.10343,0.000991,0.000991,0.000991
93,17449.7,0.50566,0.29164,1.04259,0.96893,0.9379,0.96736,0.81415,0.65938,0.34235,1.10322,0.000892,0.000892,0.000892
94,18391.8,0.4982,0.28721,1.04106,0.97051,0.93608,0.96741,0.81348,0.65877,0.34197,1.10286,0.000793,0.000793,0.000793
95,19370.4,0.49176,0.28074,1.03283,0.97099,0.93533,0.96738,0.81369,0.65801,0.34167,1.10244,0.000694,0.000694,0.000694
96,20327.5,0.48384,0.27708,1.02616,0.97049,0.9365,0.96732,0.8136,0.6572,0.34131,1.10204,0.000595,0.000595,0.000595
97,21276.9,0.48023,0.27332,1.02403,0.9703,0.93553,0.96751,0.81394,0.65673,0.34094,1.1019,0.000496,0.000496,0.000496
98,22420.2,0.47509,0.27057,1.02028,0.97065,0.93657,0.96742,0.8143,0.65625,0.34055,1.10185,0.000397,0.000397,0.000397
99,1094.57,0.52165,0.3036,1.05585,0.97039,0.93706,0.96734,0.81434,0.65634,0.34076,1.10203,0.000298,0.000298,0.000298
100,2037.81,0.51127,0.29506,1.05097,0.96923,0.93821,0.96753,0.81439,0.65592,0.34078,1.10181,0.000199,0.000199,0.000199
